TKUFA2,Textbox59,Textbox66,Textbox67
 סיכום פעילות לפי קופה לתקופה נבחרת 06/2017 - 05/2018,        (במיליוני ש''ח),קופת גמל היא מכשיר חיסכון לטווח בינוני וארוך ומומלץ מאד לבחון את ביצועי הקופה לאורך זמן ולא לאורך חודשים בודדים,הנתונים המוצגים באתר דווחו על ידי הגופים המדווחים ובאחריותם

Textbox65,Textbox77,Textbox78,Textbox83,Textbox84,Textbox113,Textbox85,Textbox86,Textbox87,Textbox88,Textbox89,Textbox90,SHM2,ID2,Textbox103,Textbox104,Textbox105,Textbox106,Textbox112,Textbox110,Textbox107,Textbox108,Textbox109,SHM3,ID3,Textbox114,Textbox92,Textbox93,Textbox94,Textbox111,Textbox115,Textbox96,Textbox97,Textbox98,Textbox99
"שיעור דמי ניהול ממוצע לשנת
2017",100.0%,-16.1,362.7,0.59%,- - -,1.14,3.16%,1.42%,2.07%,05/18-06/17,," *** מנורה השתלמות-אג""ח ממשלת ישראל",1408,100.0%,-16.1,362.7,0.59%,- - -,דווח,2.07%,05/18-06/17,," *** מנורה השתלמות-אג""ח ממשלת ישראל",1408,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",95.5%,3.6,49.4,0.52%,- - -,0.80,7.02%,4.20%,10.80%,05/18-06/17,,"מנורה מבטחים השתלמות-מניות חו""ל",1409,95.5%,3.6,49.4,0.52%,- - -,דווח,10.80%,05/18-06/17,,"מנורה מבטחים השתלמות-מניות חו""ל",1409,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",79.8%,-6.1,107.9,0.28%,- - -,0.94,1.99%,1.47%,2.02%,05/18-06/17,,"** קרן החיסכון לצבא הקבע מסלול אג""ח ללא מניות",1410,79.8%,-6.1,107.9,0.28%,- - -,דווח,2.02%,05/18-06/17,,"** קרן החיסכון לצבא הקבע מסלול אג""ח ללא מניות",1410,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",91.8%,58.1,173.1,0.30%,- - -,0.85,7.71%,3.90%,6.28%,05/18-06/17,,** קרן החיסכון לצבא הקבע מניות,1411,91.8%,58.1,173.1,0.30%,- - -,דווח,6.28%,05/18-06/17,,** קרן החיסכון לצבא הקבע מניות,1411,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",89.3%,-37.6,"1,052.6",0.67%,- - -,0.99,2.69%,1.23%,2.18%,05/18-06/17,, *** פסגות שיא השתלמות אגח עד 10% מניות,1424,89.3%,-37.6,"1,052.6",0.67%,- - -,דווח,2.18%,05/18-06/17,, *** פסגות שיא השתלמות אגח עד 10% מניות,1424,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",99.7%,-41.1,184.4,0.71%,- - -,0.72,1.98%,0.64%,1.56%,05/18-06/17,," *** פסגות שיא השתלמות אג""ח ממשלת ישראל",1429,99.7%,-41.1,184.4,0.71%,- - -,דווח,1.56%,05/18-06/17,," *** פסגות שיא השתלמות אג""ח ממשלת ישראל",1429,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",92.8%,-5.0,43.0,0.54%,- - -,1.20,2.13%,1.46%,1.41%,05/18-06/17,,** רעות שיקלי,1430,92.8%,-5.0,43.0,0.54%,- - -,דווח,1.41%,05/18-06/17,,** רעות שיקלי,1430,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",94.7%,-1.1,6.3,0.33%,- - -,0.84,1.70%,0.77%,1.30%,05/18-06/17,,"** ק.ל.ע מסלול אג""ח עד 25% מניות",1433,94.7%,-1.1,6.3,0.33%,- - -,דווח,1.30%,05/18-06/17,,"** ק.ל.ע מסלול אג""ח עד 25% מניות",1433,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",100.0%,2.3,43.3,0.63%,- - -,0.67,1.59%,0.38%,1.13%,05/18-06/17,," *** אי.בי.אי השתלמות פאסיבי - מדדי אג""ח ממשלת ישראל",1443,100.0%,2.3,43.3,0.63%,- - -,דווח,1.13%,05/18-06/17,," *** אי.בי.אי השתלמות פאסיבי - מדדי אג""ח ממשלת ישראל",1443,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",94.3%,-5.0,68.1,0.53%,- - -,0.93,2.53%,1.30%,2.18%,05/18-06/17,,"** אומגה קרן השתלמות מסלול אג""ח",1445,94.3%,-5.0,68.1,0.53%,- - -,דווח,2.18%,05/18-06/17,,"** אומגה קרן השתלמות מסלול אג""ח",1445,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",94.2%,0.8,13.8,0.60%,- - -,0.91,7.33%,4.31%,9.86%,05/18-06/17,,** אומגה קרן השתלמות מסלול מניות,1446,94.2%,0.8,13.8,0.60%,- - -,דווח,9.86%,05/18-06/17,,** אומגה קרן השתלמות מסלול מניות,1446,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",93.2%,-4.7,85.0,0.21%,- - -,1.03,1.88%,1.02%,1.59%,05/18-06/17,,"** קרן השתלמות לאקדמאים במדעי החברה והרוח מסלול אג""ח",1451,93.2%,-4.7,85.0,0.21%,- - -,דווח,1.59%,05/18-06/17,,"** קרן השתלמות לאקדמאים במדעי החברה והרוח מסלול אג""ח",1451,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",92.1%,1.4,27.6,0.21%,- - -,0.69,5.75%,1.97%,6.09%,05/18-06/17,,** קרן השתלמות לאקדמאים במדעי החברה והרוח מסלול מניות,1452,92.1%,1.4,27.6,0.21%,- - -,דווח,6.09%,05/18-06/17,,** קרן השתלמות לאקדמאים במדעי החברה והרוח מסלול מניות,1452,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",93.4%,-0.5,2.5,0.40%,- - -,0.74,6.26%,2.22%,6.59%,05/18-06/17,,** השתלמות משפטנים מנייתי,1454,93.4%,-0.5,2.5,0.40%,- - -,דווח,6.59%,05/18-06/17,,** השתלמות משפטנים מנייתי,1454,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",92.1%,-0.3,3.8,0.40%,- - -,1.09,1.85%,1.43%,1.86%,05/18-06/17,,** השתלמות משפטנים ללא מניות,1455,92.1%,-0.3,3.8,0.40%,- - -,דווח,1.86%,05/18-06/17,,** השתלמות משפטנים ללא מניות,1455,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",93.6%,0.6,29.6,0.22%,- - -,0.70,1.39%,0.62%,0.88%,05/18-06/17,,** אחים ואחיות - מסלול ללא מניות,1456,93.6%,0.6,29.6,0.22%,- - -,דווח,0.88%,05/18-06/17,,** אחים ואחיות - מסלול ללא מניות,1456,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",92.6%,-0.1,2.4,0.47%,- - -,0.81,1.42%,0.93%,1.30%,05/18-06/17,,"** פ.ר.ח - אג""ח ללא מניות",1471,92.6%,-0.1,2.4,0.47%,- - -,דווח,1.30%,05/18-06/17,,"** פ.ר.ח - אג""ח ללא מניות",1471,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",96.6%,-1.2,10.4,0.22%,- - -,0.87,1.63%,0.89%,1.38%,05/18-06/17,,"** השתלמות רופאים אג""ח ממשלת ישראל",1472,96.6%,-1.2,10.4,0.22%,- - -,דווח,1.38%,05/18-06/17,,"** השתלמות רופאים אג""ח ממשלת ישראל",1472,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,10.4,- - -,0.01%,- - -,- - -,- - -,- - -,- - -,01/18-06/17,לא פעיל, *** הפניקס השתלמות -שיטת הפניקס,1483,- - -,10.4,- - -,0.01%,- - -,אין נתונים לתחום המבוקש,- - -,01/18-06/17,לא פעיל, *** הפניקס השתלמות -שיטת הפניקס,1483,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",81.3%,8.5,90.5,0.85%,- - -,0.91,2.09%,1.44%,1.81%,05/18-06/17,,"הראל השתלמות אג""ח ללא מניות ",1485,81.3%,8.5,90.5,0.85%,- - -,דווח,1.81%,05/18-06/17,,"הראל השתלמות אג""ח ללא מניות ",1485,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",83.4%,136.5,749.5,0.41%,- - -,- - -,- - -,0.00%,0.00%,05/18-06/17,,מיטב השתלמות בניהול אישי,1487,83.4%,136.5,749.5,0.41%,- - -,דווח,0.00%,05/18-06/17,,מיטב השתלמות בניהול אישי,1487,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",90.7%,-20.6,142.1,0.33%,- - -,- - -,- - -,2.32%,3.62%,05/18-06/17,,הלמן-אלדובי השתלמות בניהול אישי,1489,90.7%,-20.6,142.1,0.33%,- - -,דווח,3.62%,05/18-06/17,,הלמן-אלדובי השתלמות בניהול אישי,1489,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",75.2%,-3.3,29.7,0.59%,- - -,0.79,3.22%,3.18%,1.39%,05/18-06/17,,"אינפיניטי השתלמות  אג""ח קונצרני",1491,75.2%,-3.3,29.7,0.59%,- - -,דווח,1.39%,05/18-06/17,,"אינפיניטי השתלמות  אג""ח קונצרני",1491,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",50.2%,14.6,28.1,0.33%,- - -,- - -,- - -,- - -,0.00%,05/18-06/17,,פסגות השתלמות בניהול אישי,1515,50.2%,14.6,28.1,0.33%,- - -,דווח,0.00%,05/18-06/17,,פסגות השתלמות בניהול אישי,1515,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",99.8%,28.2,124.5,1.06%,- - -,0.72,3.22%,1.21%,3.92%,05/18-06/17,, *** הראל השתלמות מסלול כהלכה,1523,99.8%,28.2,124.5,1.06%,- - -,דווח,3.92%,05/18-06/17,, *** הראל השתלמות מסלול כהלכה,1523,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",98.6%,20.2,93.9,0.92%,- - -,0.75,3.48%,1.15%,3.75%,05/18-06/17,,כלל השתלמות הלכה,1534,98.6%,20.2,93.9,0.92%,- - -,דווח,3.75%,05/18-06/17,,כלל השתלמות הלכה,1534,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",98.3%,3.5,30.0,0.50%,- - -,0.74,0.92%,0.28%,0.25%,05/18-06/17,,אנליסט השתלמות שקלי טווח קצר,1535,98.3%,3.5,30.0,0.50%,- - -,דווח,0.25%,05/18-06/17,,אנליסט השתלמות שקלי טווח קצר,1535,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",96.1%,-4.0,58.5,0.59%,- - -,0.89,8.02%,4.90%,10.82%,05/18-06/17,,"אינפיניטי השתלמות מניות בחו""ל",1537,96.1%,-4.0,58.5,0.59%,- - -,דווח,10.82%,05/18-06/17,,"אינפיניטי השתלמות מניות בחו""ל",1537,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",92.7%,22.5,26.9,0.46%,- - -,- - -,3.83%,-3.88%,-3.34%,05/18-06/17,,אקסלנס השתלמות בניהול אישי,1542,92.7%,22.5,26.9,0.46%,- - -,דווח,-3.34%,05/18-06/17,,אקסלנס השתלמות בניהול אישי,1542,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",99.6%,27.3,75.0,0.52%,- - -,0.79,7.39%,4.07%,10.58%,05/18-06/17,," *** אי.בי.אי השתלמות פאסיבי - מדדי מניות חו""ל",1544,99.6%,27.3,75.0,0.52%,- - -,דווח,10.58%,05/18-06/17,," *** אי.בי.אי השתלמות פאסיבי - מדדי מניות חו""ל",1544,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",100.0%,0.2,0.2,- - -,- - -,- - -,- - -,- - -,- - -,05/18-06/17,,"** ק.ס.מ אג""ח ",1820,100.0%,0.2,0.2,- - -,- - -,אין נתונים לתחום המבוקש,- - -,05/18-06/17,,"** ק.ס.מ אג""ח ",1820,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",100.0%,0.0,0.0,- - -,- - -,- - -,- - -,- - -,- - -,05/18-06/17,,** ק.ס.מ מניות ,1821,100.0%,0.0,0.0,- - -,- - -,אין נתונים לתחום המבוקש,- - -,05/18-06/17,,** ק.ס.מ מניות ,1821,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",88.6%,0.6,1.0,0.51%,- - -,- - -,- - -,- - -,5.14%,05/18-06/17,,מנורה מבטחים השתלמות טווח ארוך,1861,88.6%,0.6,1.0,0.51%,- - -,דווח,5.14%,05/18-06/17,,מנורה מבטחים השתלמות טווח ארוך,1861,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",99.8%,17.6,132.8,0.75%,- - -,0.87,4.04%,1.19%,3.59%,05/18-06/17,, *** פסגות שיא השתלמות  הלכה,2018,99.8%,17.6,132.8,0.75%,- - -,דווח,3.59%,05/18-06/17,, *** פסגות שיא השתלמות  הלכה,2018,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",84.8%,-92.6,"1,261.7",0.23%,- - -,- - -,- - -,0.00%,0.00%,05/18-06/17,,הפניקס השתלמות בניהול אישי,2024,84.8%,-92.6,"1,261.7",0.23%,- - -,דווח,0.00%,05/18-06/17,,הפניקס השתלמות בניהול אישי,2024,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",95.2%,52.2,379.4,0.15%,- - -,0.84,3.56%,1.25%,4.09%,05/18-06/17,,** מורים וגננות - מסלול הלכה,2035,95.2%,52.2,379.4,0.15%,- - -,דווח,4.09%,05/18-06/17,,** מורים וגננות - מסלול הלכה,2035,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",93.7%,-2.3,15.6,0.14%,- - -,0.96,2.34%,1.21%,1.59%,05/18-06/17,,"** מורים וגננות - מסלול אג""ח",2036,93.7%,-2.3,15.6,0.14%,- - -,דווח,1.59%,05/18-06/17,,"** מורים וגננות - מסלול אג""ח",2036,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",95.2%,9.8,122.3,0.15%,- - -,0.86,3.64%,1.35%,4.25%,05/18-06/17,,** מורים תיכוניים - מסלול הלכה,2037,95.2%,9.8,122.3,0.15%,- - -,דווח,4.25%,05/18-06/17,,** מורים תיכוניים - מסלול הלכה,2037,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",93.7%,-1.1,7.7,0.15%,- - -,0.94,2.30%,1.11%,1.44%,05/18-06/17,,"** מורים תיכוניים - מסלול אג""ח",2038,93.7%,-1.1,7.7,0.15%,- - -,דווח,1.44%,05/18-06/17,,"** מורים תיכוניים - מסלול אג""ח",2038,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",95.4%,2.2,12.6,0.12%,- - -,0.80,3.32%,1.15%,3.55%,05/18-06/17,,** מורים וגננות - מסלול הלכה,2039,95.4%,2.2,12.6,0.12%,- - -,דווח,3.55%,05/18-06/17,,** מורים וגננות - מסלול הלכה,2039,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",94.4%,-0.2,2.2,0.12%,- - -,0.94,2.00%,1.05%,1.30%,05/18-06/17,,"** מורים וגננות - מסלול אג""ח",2040,94.4%,-0.2,2.2,0.12%,- - -,דווח,1.30%,05/18-06/17,,"** מורים וגננות - מסלול אג""ח",2040,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",94.8%,0.9,7.9,0.12%,- - -,0.81,3.40%,1.23%,3.70%,05/18-06/17,,** מורים תיכוניים - מסלול הלכה,2041,94.8%,0.9,7.9,0.12%,- - -,דווח,3.70%,05/18-06/17,,** מורים תיכוניים - מסלול הלכה,2041,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",96.0%,0.4,2.2,0.12%,- - -,0.88,1.92%,1.00%,1.30%,05/18-06/17,,"** מורים תיכוניים - מסלול אג""ח",2042,96.0%,0.4,2.2,0.12%,- - -,דווח,1.30%,05/18-06/17,,"** מורים תיכוניים - מסלול אג""ח",2042,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",99.7%,28.6,84.3,0.93%,- - -,0.75,3.24%,1.34%,3.61%,05/18-06/17,, *** מגדל השתלמות  הלכה,2048,99.7%,28.6,84.3,0.93%,- - -,דווח,3.61%,05/18-06/17,, *** מגדל השתלמות  הלכה,2048,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",96.5%,-4.1,13.2,0.57%,- - -,0.33,2.14%,-0.30%,4.03%,05/18-06/17,," *** מיטב דש השתלמות חו""ל",2055,96.5%,-4.1,13.2,0.57%,- - -,דווח,4.03%,05/18-06/17,," *** מיטב דש השתלמות חו""ל",2055,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",96.4%,1.3,6.3,0.79%,- - -,-0.76,-0.06%,-0.10%,-0.11%,05/18-06/17,, *** הלמן-אלדובי השתלמות שריעה,2058,96.4%,1.3,6.3,0.79%,- - -,דווח,-0.11%,05/18-06/17,, *** הלמן-אלדובי השתלמות שריעה,2058,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,-27.9,- - -,0.67%,- - -,- - -,- - -,- - -,- - -,01/18-06/17,לא פעיל," *** אקסלנס השתלמות אג""ח עד 20% מניות",2091,- - -,-27.9,- - -,0.67%,- - -,אין נתונים לתחום המבוקש,- - -,01/18-06/17,לא פעיל," *** אקסלנס השתלמות אג""ח עד 20% מניות",2091,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",81.7%,74.4,266.3,0.39%,- - -,- - -,- - -,0.00%,0.00%,05/18-06/17,,אי.בי.אי השתלמות בניהול אישי,2100,81.7%,74.4,266.3,0.39%,- - -,דווח,0.00%,05/18-06/17,,אי.בי.אי השתלמות בניהול אישי,2100,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",96.4%,0.0,1.2,0.72%,- - -,- - -,- - -,0.00%,0.00%,05/18-06/17,,אינפיניטי השתלמות IRA בניהול אישי,2114,96.4%,0.0,1.2,0.72%,- - -,דווח,0.00%,05/18-06/17,,אינפיניטי השתלמות IRA בניהול אישי,2114,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",92.8%,8.6,126.9,0.51%,- - -,0.73,2.23%,0.99%,1.71%,05/18-06/17,,"כלל השתלמות אג""ח",2115,92.8%,8.6,126.9,0.51%,- - -,דווח,1.71%,05/18-06/17,,"כלל השתלמות אג""ח",2115,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",69.9%,66.3,183.0,0.55%,- - -,- - -,- - -,0.00%,0.00%,05/18-06/17,,איי.אר.איי ישראל השתלמות בניהול אישי,2236,69.9%,66.3,183.0,0.55%,- - -,דווח,0.00%,05/18-06/17,,איי.אר.איי ישראל השתלמות בניהול אישי,2236,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",91.4%,-11.4,29.6,0.62%,- - -,0.57,3.66%,1.21%,4.52%,05/18-06/17,,"פסגות שיא השתלמות חו""ל",2244,91.4%,-11.4,29.6,0.62%,- - -,דווח,4.52%,05/18-06/17,,"פסגות שיא השתלמות חו""ל",2244,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",85.8%,-2.4,17.4,0.83%,- - -,- - -,- - -,1.50%,1.56%,05/18-06/17,,"אינפיניטי השתלמות אג""ח עד 15% מניות",2252,85.8%,-2.4,17.4,0.83%,- - -,דווח,1.56%,05/18-06/17,,"אינפיניטי השתלמות אג""ח עד 15% מניות",2252,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",86.8%,0.9,12.0,0.61%,- - -,- - -,- - -,2.18%,2.28%,05/18-06/17,,אינפיניטי השתלמות לחוסכים מוטי סיכון,2254,86.8%,0.9,12.0,0.61%,- - -,דווח,2.28%,05/18-06/17,,אינפיניטי השתלמות לחוסכים מוטי סיכון,2254,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",90.1%,0.4,32.6,0.50%,- - -,- - -,- - -,-3.49%,6.41%,05/18-06/17,," *** אי.בי.אי השתלמות מחקה מדד ת""א 35",2264,90.1%,0.4,32.6,0.50%,- - -,דווח,6.41%,05/18-06/17,," *** אי.בי.אי השתלמות מחקה מדד ת""א 35",2264,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",99.6%,41.6,188.7,0.51%,- - -,- - -,- - -,7.36%,13.69%,05/18-06/17,,אי.בי.אי השתלמות מחקה מדד S&amp;P500,2265,99.6%,41.6,188.7,0.51%,- - -,דווח,13.69%,05/18-06/17,,אי.בי.אי השתלמות מחקה מדד S&amp;P500,2265,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",90.6%,2.1,19.8,0.56%,- - -,- - -,- - -,1.15%,2.76%,05/18-06/17,,אי.בי.אי השתלמות פאסיבי משולב עד 10% מניות,2270,90.6%,2.1,19.8,0.56%,- - -,דווח,2.76%,05/18-06/17,,אי.בי.אי השתלמות פאסיבי משולב עד 10% מניות,2270,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",91.4%,-24.4,116.4,0.55%,- - -,- - -,- - -,1.68%,3.85%,05/18-06/17,,אי.בי.אי השתלמות פאסיבי משולב עד 25% מניות,2271,91.4%,-24.4,116.4,0.55%,- - -,דווח,3.85%,05/18-06/17,,אי.בי.אי השתלמות פאסיבי משולב עד 25% מניות,2271,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",93.8%,69.0,126.4,0.58%,- - -,- - -,- - -,- - -,4.31%,05/18-06/17,,מגדל השתלמות לבני 50 ומטה,7253,93.8%,69.0,126.4,0.58%,- - -,דווח,4.31%,05/18-06/17,,מגדל השתלמות לבני 50 ומטה,7253,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",94.3%,32.9,58.1,0.56%,- - -,- - -,- - -,- - -,3.88%,05/18-06/17,,מגדל השתלמות לבני 50 עד 60,7254,94.3%,32.9,58.1,0.56%,- - -,דווח,3.88%,05/18-06/17,,מגדל השתלמות לבני 50 עד 60,7254,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",99.7%,6.3,51.1,0.49%,- - -,- - -,- - -,- - -,3.92%,05/18-06/17,,מגדל השתלמות פאסיבי כללי,7256,99.7%,6.3,51.1,0.49%,- - -,דווח,3.92%,05/18-06/17,,מגדל השתלמות פאסיבי כללי,7256,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
